indicator,region,year,gender,primary value,absolute value
683,35,2020,total,13.0,407
683,579,2020,total,10.3,11884
683,290,2021,total,16.2,458
683,352,2021,total,13.8,270
683,320,2021,total,13.4,316
683,369,2021,total,15.0,674
683,414,2021,total,15.0,1985
683,962,2021,total,12.6,5543
683,305,2021,total,15.1,503
683,181,2021,total,13.0,217
683,9,2021,total,11.6,632
683,228,2021,total,12.0,3695
683,384,2021,total,15.0,442
683,523,2021,total,11.9,9171
683,24,2021,total,7.4,107
683,493,2021,total,11.1,13638
683,838,2021,total,12.6,12930
683,570,2021,total,14.6,1844
683,88,2021,total,12.8,1693
683,116,2021,total,17.7,268
683,541,2021,total,11.1,5598
683,38,2021,total,14.2,283
683,603,2021,total,12.6,12728
683,526,2021,total,12.1,3134
683,53,2021,total,13.4,188
683,102,2021,total,15.3,461
683,449,2021,total,11.3,168
683,257,2021,total,11.4,1088
683,195,2021,total,16.0,997
683,850,2021,total,6.4,1089
683,272,2021,total,10.3,71
683,334,2021,total,16.3,263
683,617,2021,total,12.6,5543
683,835,2021,total,13.9,44836
683,243,2021,total,13.7,442
683,166,2021,total,13.6,100
683,505,2021,total,12.6,12930
683,323,2021,total,11.8,1902
683,27,2021,total,6.1,18
683,976,2021,total,11.7,14981
683,59,2021,total,12.9,665
683,794,2021,total,10.0,952
683,584,2021,total,15.1,2335
683,85,2021,total,10.8,7295
683,355,2021,total,12.9,665
683,614,2021,total,9.9,8866
683,965,2021,total,12.2,18092
683,400,2021,total,9.6,73
683,432,2021,total,12.8,577
683,177,2021,total,10.5,7073
683,558,2021,total,15.6,1807
683,35,2021,total,13.2,413
683,148,2021,total,11.1,140
683,606,2021,total,13.0,13160
683,968,2021,total,12.6,12930
683,331,2021,total,9.9,343
683,587,2021,total,13.5,1995
683,403,2021,total,6.9,283
683,973,2021,total,11.8,24499
683,198,2021,total,9.9,1096
683,119,2021,total,11.0,512
683,302,2021,total,15.3,253
683,381,2021,total,17.9,198
683,611,2021,total,14.0,19584
683,110,2021,total,14.3,219
683,502,2021,total,11.9,4322
683,581,2021,total,13.7,1885
683,200,2021,total,9.6,386
683,45,2021,total,15.6,372
683,489,2021,total,11.2,29967
683,264,2021,total,14.8,309
683,609,2021,total,13.2,8150
683,519,2021,total,12.1,2293
683,60,2021,total,12.6,1563
683,174,2021,total,15.1,223
683,797,2021,total,14.9,2262
683,127,2021,total,17.5,220
683,192,2021,total,5.5,61
683,373,2021,total,10.2,302
683,842,2021,total,12.0,90843
683,970,2021,total,12.2,33802
683,421,2021,total,11.8,296
683,435,2021,total,4.4,12
683,845,2021,total,10.2,118281
683,48,2021,total,15.4,238
683,363,2021,total,7.3,46
683,547,2021,total,14.1,3744
683,516,2021,total,10.0,1402
683,348,2021,total,13.0,302
683,63,2021,total,13.0,850
683,490,2021,total,11.7,14981
683,499,2021,total,12.2,18092
683,562,2021,total,13.1,964
683,82,2021,total,15.9,519
683,152,2021,total,13.5,6774
683,261,2021,total,10.2,9816
683,520,2021,total,13.4,2713
683,370,2021,total,13.3,368
683,417,2021,total,15.0,214
683,342,2021,total,12.1,227
683,297,2021,total,9.6,111
683,113,2021,total,14.5,1385
683,282,2021,total,14.1,1620
683,387,2021,total,12.1,177
683,239,2021,total,11.3,1300
683,451,2021,total,16.0,577
683,21,2021,total,10.7,740
683,66,2021,total,12.1,531
683,496,2021,total,13.4,11377
683,99,2021,total,14.6,539
683,206,2021,total,12.9,630
683,285,2021,total,16.4,420
683,312,2021,total,13.5,1869
683,577,2021,total,13.0,1097
683,78,2021,total,13.9,436
683,848,2021,total,11.1,54178
683,43,2021,total,12.2,602
683,153,2021,total,11.1,480
683,504,2021,total,12.6,5543
683,75,2021,total,13.2,422
683,247,2021,total,16.2,847
683,427,2021,total,20.6,849
683,975,2021,total,11.1,13638
683,551,2021,total,13.0,9627
683,112,2021,total,14.9,1172
683,966,2021,total,11.2,12164
683,371,2021,total,12.9,561
683,583,2021,total,15.6,1204
683,388,2021,total,11.4,1355
683,902,2021,total,11.0,55207
683,568,2021,total,13.0,9294
683,20,2021,total,8.4,11733
683,253,2021,total,10.9,2518
683,224,2021,total,13.5,277
683,404,2021,total,12.0,1142
683,510,2021,total,9.5,75113
683,607,2021,total,11.3,8693
683,19,2021,total,14.0,167
683,327,2021,total,12.2,3893
683,330,2021,total,13.5,401
683,135,2021,total,15.6,1102
683,171,2021,total,14.7,125
683,394,2021,total,13.6,376
683,212,2021,total,8.0,172
683,209,2021,total,10.7,100
683,545,2021,total,12.6,5412
683,288,2021,total,9.6,990
683,961,2021,total,10.7,6112
683,445,2021,total,10.6,782
683,595,2021,total,12.3,1269
683,141,2021,total,12.4,565
683,610,2021,total,14.0,13358
683,55,2021,total,11.3,2962
683,798,2021,total,15.3,504
683,837,2021,total,11.9,30042
683,843,2021,total,12.9,92130
683,61,2021,total,11.4,490
683,173,2021,total,12.6,353
683,494,2021,total,13.0,13160
683,310,2021,total,15.0,621
683,191,2021,total,11.1,198
683,283,2021,total,15.5,460
683,602,2021,total,11.7,14981
683,376,2021,total,12.6,479
683,359,2021,total,11.7,746
683,93,2021,total,17.2,342
683,271,2021,total,8.4,431
683,258,2021,total,12.1,94
683,563,2021,total,12.8,1693
683,347,2021,total,11.8,3762
683,242,2021,total,10.5,1291
683,260,2021,total,15.6,646
683,13,2021,total,6.7,21
683,793,2021,total,10.0,450
683,521,2021,total,10.5,4169
683,92,2021,total,10.4,2004
683,204,2021,total,13.8,1362
683,615,2021,total,11.8,4899
683,142,2021,total,11.1,2764
683,540,2021,total,12.5,6386
683,296,2021,total,13.4,667
683,495,2021,total,11.3,8693
683,100,2021,total,14.3,1114
683,849,2021,total,12.1,47294
683,389,2021,total,10.9,10302
683,358,2021,total,16.8,443
683,178,2021,total,11.6,524
683,967,2021,total,13.0,13160
683,588,2021,total,12.2,3548
683,974,2021,total,14.1,20101
683,32,2021,total,12.9,93
683,241,2021,total,13.2,687
683,576,2021,total,8.9,2303
683,901,2021,total,10.2,118281
683,74,2021,total,12.7,4968
683,154,2021,total,9.9,364
683,184,2021,total,11.1,4443
683,383,2021,total,13.4,435
683,503,2021,total,11.8,24499
683,488,2021,total,9.6,82790
683,259,2021,total,13.9,797
683,304,2021,total,15.4,282
683,353,2021,total,9.1,1103
683,582,2021,total,13.9,2563
683,608,2021,total,14.1,3744
683,539,2021,total,13.5,6774
683,235,2021,total,10.4,575
683,552,2021,total,16.2,796
683,265,2021,total,11.3,680
683,25,2021,total,14.6,1539
683,160,2021,total,9.2,20
683,37,2021,total,13.3,573
683,2,2021,total,13.6,776
683,527,2021,total,13.7,2796
683,117,2021,total,13.2,1620
683,422,2021,total,11.0,207
683,328,2021,total,12.4,438
683,223,2021,total,15.2,81
683,62,2021,total,14.5,652
683,699,2021,total,7.0,94
683,49,2021,total,10.4,1432
683,196,2021,total,18.1,85
683,515,2021,total,12.4,1380
683,594,2021,total,11.2,962
683,316,2021,total,13.6,306
683,596,2021,total,6.5,432
683,658,2021,total,11.5,346211
683,564,2021,total,13.5,1767
683,15,2021,total,7.1,41
683,30,2021,total,13.5,94
683,549,2021,total,14.2,2221
683,517,2021,total,11.8,4478
683,844,2021,total,6.4,1089
683,157,2021,total,12.5,205
683,219,2021,total,6.5,432
683,799,2021,total,10.4,2668
683,202,2021,total,12.6,3484
683,266,2021,total,16.1,352
683,311,2021,total,13.0,626
683,234,2021,total,9.3,997
683,375,2021,total,13.2,151
683,269,2021,total,16.4,667
683,847,2021,total,12.5,61268
683,284,2021,total,9.7,1053
683,346,2021,total,12.2,87
683,408,2021,total,13.4,1661
683,361,2021,total,14.6,261
683,94,2021,total,11.9,2336
683,452,2021,total,13.2,1494
683,500,2021,total,13.5,14738
683,578,2021,total,11.5,3225
683,423,2021,total,14.7,321
683,65,2021,total,11.5,1936
683,514,2021,total,10.7,3629
683,44,2021,total,12.6,1610
683,139,2021,total,16.5,124
683,550,2021,total,14.6,4711
683,216,2021,total,9.2,301
683,567,2021,total,14.3,1897
683,76,2021,total,4.9,134
683,107,2021,total,14.0,764
683,186,2021,total,13.6,1091
683,903,2021,total,12.5,62657
683,732,2021,total,13.7,1335
683,721,2021,total,15.5,2925
683,263,2021,total,17.0,704
683,959,2021,total,13.4,11377
683,111,2021,total,13.7,121
683,295,2021,total,13.3,319
683,340,2021,total,6.9,74
683,420,2021,total,18.8,274
683,97,2021,total,10.8,1911
683,161,2021,total,13.0,8076
683,4,2021,total,12.4,174
683,208,2021,total,13.3,72
683,314,2021,total,14.9,351
683,343,2021,total,13.9,329
683,498,2021,total,14.0,13358
683,68,2021,total,9.5,324
683,237,2021,total,12.6,587
683,393,2021,total,12.0,2622
683,136,2021,total,10.8,395
683,18,2021,total,18.4,177
683,575,2021,total,10.7,1160
683,956,2021,total,6.4,1089
683,382,2021,total,13.3,240
683,444,2021,total,14.6,406
683,960,2021,total,8.6,27306
683,213,2021,total,10.4,326
683,354,2021,total,9.6,349
683,399,2021,total,17.5,287
683,491,2021,total,12.6,12728
683,54,2021,total,17.1,277
683,553,2021,total,15.5,3499
683,26,2021,total,7.5,24
683,39,2021,total,10.6,574
683,73,2021,total,13.1,1272
683,339,2021,total,11.6,3739
683,36,2021,total,10.5,569
683,528,2021,total,15.7,1539
683,727,2021,total,11.5,343949
683,833,2021,total,10.4,131009
683,572,2021,total,14.0,1703
683,620,2021,total,6.4,1089
683,255,2021,total,10.0,559
683,601,2021,total,11.3,30271
683,164,2021,total,14.7,1867
683,210,2021,total,8.5,21
683,303,2021,total,10.7,344
683,197,2021,total,16.3,1247
683,317,2021,total,10.0,2284
683,619,2021,total,12.7,8527
683,698,2021,total,13.9,2117
683,291,2021,total,14.9,200
683,118,2021,total,16.1,854
683,183,2021,total,14.8,285
683,321,2021,total,14.1,213
683,535,2021,total,15.0,2566
683,29,2021,total,16.0,575
683,12,2021,total,12.2,262
683,122,2021,total,11.7,2260
683,430,2021,total,14.8,266
683,70,2021,total,12.3,339
683,231,2021,total,12.2,542
683,336,2021,total,12.1,734
683,91,2021,total,10.7,2482
683,357,2021,total,13.1,739
683,402,2021,total,12.3,231
683,839,2021,total,6.4,1089
683,248,2021,total,11.6,2200
683,586,2021,total,12.3,1466
683,87,2021,total,15.9,174
683,963,2021,total,12.6,12728
683,57,2021,total,11.4,696
683,143,2021,total,10.7,255
683,978,2021,total,11.2,29967
683,604,2021,total,12.2,35191
683,252,2021,total,15.3,982
683,589,2021,total,12.3,4199
683,405,2021,total,13.8,266
683,179,2021,total,11.2,546
683,556,2021,total,13.3,9322
683,300,2021,total,16.1,304
683,590,2021,total,12.3,3997
683,101,2021,total,15.4,143
683,616,2021,total,11.8,24286
683,836,2021,total,12.1,80184
683,167,2021,total,12.0,1134
683,273,2021,total,11.7,283
683,33,2021,total,11.6,1492
683,378,2021,total,11.4,12956
683,536,2021,total,11.1,13638
683,840,2021,total,9.6,82790
683,397,2021,total,12.1,912
683,795,2021,total,14.7,971
683,28,2021,total,14.0,549
683,138,2021,total,14.4,711
683,356,2021,total,12.7,160
683,294,2021,total,10.8,3100
683,11,2021,total,10.6,289
683,144,2021,total,15.5,273
683,613,2021,total,13.5,14738
683,497,2021,total,14.1,20101
683,238,2021,total,11.2,129
683,559,2021,total,15.9,2229
683,69,2021,total,12.6,163
683,574,2021,total,10.2,5767
683,84,2021,total,14.6,601
683,560,2021,total,11.1,10235
683,905,2021,total,12.1,47658
683,150,2021,total,13.4,198
683,957,2021,total,11.3,8693
683,34,2021,total,6.7,61
683,121,2021,total,10.0,890
683,5,2021,total,14.2,954
683,301,2021,total,18.9,349
683,969,2021,total,9.4,23147
683,972,2021,total,14.0,13358
683,351,2021,total,13.3,1551
683,338,2021,total,19.0,483
683,368,2021,total,13.2,728
683,306,2021,total,14.8,125
683,182,2021,total,16.4,945
683,156,2021,total,11.2,641
683,201,2021,total,11.8,816
683,854,2021,total,9.9,365
683,554,2021,total,16.0,1468
683,385,2021,total,15.9,282
683,233,2021,total,10.4,145
683,250,2021,total,11.9,309
683,221,2021,total,11.1,593
683,52,2021,total,11.4,696
683,728,2021,total,6.4,1089
683,846,2021,total,13.3,62928
683,23,2021,total,14.8,216
683,280,2021,total,13.9,301
683,115,2021,total,11.4,262
683,525,2021,total,12.4,6798
683,132,2021,total,12.7,129
683,530,2021,total,13.7,3455
683,592,2021,total,15.6,1814
683,318,2021,total,15.3,322
683,501,2021,total,9.9,9230
683,292,2021,total,11.5,5506
683,618,2021,total,12.4,4403
683,834,2021,total,11.4,44948
683,103,2021,total,15.3,127
683,64,2021,total,16.3,582
683,977,2021,total,10.6,14061
683,307,2021,total,11.2,140
683,108,2021,total,15.4,401
683,58,2021,total,12.5,4952
683,579,2021,total,10.4,12204
683,232,2021,total,13.1,137
683,187,2021,total,12.3,1243
683,904,2021,total,13.4,61235
683,448,2021,total,12.6,2203
683,431,2021,total,15.0,319
683,506,2021,total,6.4,1089
683,964,2021,total,11.9,4322
683,585,2021,total,12.4,2842
683,406,2021,total,10.3,3440
683,344,2021,total,13.8,2955
683,543,2021,total,11.8,3095
683,207,2021,total,12.3,1163
683,145,2021,total,11.6,903
683,114,2021,total,6.6,378
683,133,2021,total,9.0,1945
683,313,2021,total,11.7,1649
683,392,2021,total,16.2,288
683,22,2021,total,10.5,584
683,591,2021,total,13.2,689
683,77,2021,total,16.7,517
683,425,2021,total,11.2,1826
683,605,2021,total,11.1,13878
683,226,2021,total,16.7,230
683,274,2021,total,12.8,168
683,531,2021,total,11.5,24125
683,413,2021,total,10.4,11801
683,398,2021,total,14.8,459
683,612,2021,total,12.2,16399
683,629,2021,total,9.6,82550
683,46,2021,total,8.6,27306
683,597,2021,total,6.2,563
683,293,2021,total,10.2,280
683,319,2021,total,14.7,166
683,492,2021,total,12.2,33802
683,518,2021,total,10.9,19081
683,524,2021,total,14.4,1641
683,193,2021,total,10.5,1250
683,220,2021,total,13.8,171
683,796,2021,total,10.5,1775
683,841,2021,total,11.7,78186
683,126,2021,total,13.1,827
683,325,2021,total,12.6,114
683,175,2021,total,9.5,15
683,374,2021,total,13.3,332
683,163,2021,total,13.5,313
683,958,2021,total,13.5,14738
683,268,2021,total,11.8,405
683,349,2021,total,13.6,134
683,561,2021,total,13.8,508
683,971,2021,total,9.9,9230
683,83,2021,total,14.4,168
683,151,2021,total,12.8,4001
683,95,2021,total,12.1,857
683,350,2021,total,14.8,412
683,562,2022,total,13.4,972
683,530,2022,total,13.8,3506
683,547,2022,total,14.3,3754
683,609,2022,total,13.5,8281
683,594,2022,total,11.3,981
683,515,2022,total,12.5,1392
683,108,2022,total,15.3,389
683,187,2022,total,12.3,1254
683,232,2022,total,13.1,135
683,579,2022,total,10.6,12626
683,200,2022,total,9.6,394
683,63,2022,total,13.1,855
683,296,2022,total,14.1,700
683,358,2022,total,16.9,439
683,92,2022,total,10.3,2004
683,373,2022,total,10.5,310
683,797,2022,total,15.0,2279
683,126,2022,total,13.4,837
683,282,2022,total,14.5,1652
683,48,2022,total,15.1,230
683,421,2022,total,12.1,307
683,13,2022,total,7.0,22
683,406,2022,total,10.5,3520
683,499,2022,total,12.4,18417
683,77,2022,total,16.7,513
683,344,2022,total,14.0,2981
683,591,2022,total,13.2,684
683,845,2022,total,10.3,120451
683,435,2022,total,4.9,13
683,394,2022,total,13.3,371
683,518,2022,total,10.9,19360
683,576,2022,total,9.1,2360
683,184,2022,total,11.2,4509
683,597,2022,total,6.5,591
683,901,2022,total,10.3,120451
683,66,2022,total,12.4,551
683,261,2022,total,10.5,10188
683,957,2022,total,11.5,8784
683,488,2022,total,9.6,84282
683,293,2022,total,10.0,277
683,370,2022,total,14.0,379
683,235,2022,total,10.4,578
683,417,2022,total,14.8,210
683,312,2022,total,14.1,1943
683,264,2022,total,15.4,316
683,95,2022,total,12.0,856
683,848,2022,total,11.3,55077
683,568,2022,total,13.1,9378
683,74,2022,total,12.9,5084
683,2,2022,total,14.2,800
683,496,2022,total,13.6,11522
683,904,2022,total,13.6,62405
683,285,2022,total,16.5,416
683,45,2022,total,15.7,370
683,206,2022,total,13.6,660
683,166,2022,total,13.6,100
683,838,2022,total,12.8,13097
683,320,2022,total,13.1,309
683,414,2022,total,15.8,2076
683,962,2022,total,12.7,5530
683,20,2022,total,8.4,12034
683,504,2022,total,12.7,5530
683,583,2022,total,15.8,1220
683,84,2022,total,14.9,605
683,975,2022,total,11.5,14110
683,305,2022,total,15.2,497
683,384,2022,total,15.3,443
683,387,2022,total,12.6,186
683,493,2022,total,11.5,14110
683,449,2022,total,11.9,176
683,112,2022,total,15.2,1189
683,19,2022,total,14.9,178
683,586,2022,total,12.3,1472
683,965,2022,total,12.4,18417
683,613,2022,total,13.6,14830
683,5,2022,total,14.3,957
683,224,2022,total,14.1,283
683,603,2022,total,12.9,13036
683,541,2022,total,11.2,5661
683,238,2022,total,11.2,127
683,330,2022,total,14.1,418
683,501,2022,total,10.1,9443
683,197,2022,total,16.7,1256
683,242,2022,total,10.4,1307
683,152,2022,total,13.8,6842
683,347,2022,total,11.9,3835
683,118,2022,total,16.3,847
683,381,2022,total,18.2,201
683,972,2022,total,14.3,13623
683,257,2022,total,11.9,1138
683,302,2022,total,15.7,256
683,794,2022,total,10.1,967
683,191,2022,total,11.2,199
683,368,2022,total,13.0,707
683,323,2022,total,12.0,1936
683,351,2022,total,13.6,1591
683,606,2022,total,13.2,13275
683,490,2022,total,11.9,15240
683,38,2022,total,15.1,296
683,23,2022,total,14.4,207
683,610,2022,total,14.3,13623
683,173,2022,total,12.9,357
683,525,2022,total,12.7,6983
683,968,2022,total,12.8,13097
683,35,2022,total,13.3,412
683,842,2022,total,12.2,92751
683,221,2022,total,11.5,614
683,60,2022,total,13.0,1597
683,432,2022,total,13.2,588
683,558,2022,total,15.9,1824
683,148,2022,total,11.5,143
683,115,2022,total,11.8,277
683,59,2022,total,13.1,680
683,973,2022,total,12.0,25183
683,136,2022,total,10.7,398
683,502,2022,total,12.1,4436
683,519,2022,total,12.2,2317
683,363,2022,total,7.8,48
683,73,2022,total,13.6,1330
683,183,2022,total,15.0,288
683,316,2022,total,13.6,305
683,849,2022,total,12.3,48246
683,260,2022,total,15.5,634
683,581,2022,total,14.3,1957
683,793,2022,total,9.9,447
683,110,2022,total,13.9,208
683,402,2022,total,12.2,232
683,32,2022,total,12.4,88
683,340,2022,total,7.0,75
683,495,2022,total,11.5,8784
683,160,2022,total,9.7,21
683,339,2022,total,11.8,3807
683,619,2022,total,12.9,8648
683,44,2022,total,12.9,1636
683,29,2022,total,16.0,574
683,620,2022,total,6.5,1127
683,389,2022,total,10.9,10449
683,967,2022,total,13.2,13275
683,272,2022,total,11.4,78
683,304,2022,total,15.3,280
683,259,2022,total,14.2,819
683,210,2022,total,9.1,22
683,12,2022,total,12.5,274
683,122,2022,total,11.7,2311
683,698,2022,total,14.3,2158
683,514,2022,total,10.9,3695
683,154,2022,total,10.6,388
683,520,2022,total,13.5,2735
683,978,2022,total,11.3,30394
683,383,2022,total,13.1,418
683,552,2022,total,17.2,831
683,171,2022,total,13.9,117
683,608,2022,total,14.3,3754
683,49,2022,total,10.8,1499
683,357,2022,total,13.6,761
683,78,2022,total,14.7,452
683,142,2022,total,11.3,2844
683,844,2022,total,6.5,1127
683,540,2022,total,12.7,6433
683,91,2022,total,10.8,2529
683,451,2022,total,15.7,562
683,239,2022,total,11.4,1315
683,290,2022,total,16.6,465
683,422,2022,total,10.8,202
683,539,2022,total,13.8,6842
683,328,2022,total,12.9,453
683,62,2022,total,14.8,658
683,288,2022,total,9.8,1033
683,228,2022,total,12.3,3786
683,24,2022,total,7.4,106
683,545,2022,total,12.9,5511
683,699,2022,total,7.0,94
683,209,2022,total,10.8,103
683,37,2022,total,13.1,561
683,352,2022,total,13.8,268
683,97,2022,total,11.1,1991
683,153,2022,total,11.2,479
683,408,2022,total,13.4,1672
683,369,2022,total,15.3,682
683,607,2022,total,11.5,8784
683,427,2022,total,20.7,846
683,551,2022,total,13.3,9933
683,265,2022,total,11.2,685
683,371,2022,total,13.4,574
683,327,2022,total,12.3,3972
683,570,2022,total,14.6,1825
683,843,2022,total,13.2,93995
683,234,2022,total,9.5,1030
683,253,2022,total,11.1,2616
683,346,2022,total,12.1,85
683,61,2022,total,12.2,521
683,116,2022,total,17.8,263
683,195,2022,total,16.1,998
683,526,2022,total,12.4,3222
683,452,2022,total,13.6,1531
683,334,2022,total,16.6,261
683,55,2022,total,11.4,3006
683,563,2022,total,13.4,1761
683,850,2022,total,6.5,1127
683,135,2022,total,16.0,1120
683,216,2022,total,9.5,312
683,445,2022,total,11.0,824
683,85,2022,total,10.9,7489
683,141,2022,total,12.3,556
683,837,2022,total,12.1,30713
683,732,2022,total,13.9,1371
683,961,2022,total,10.8,6231
683,295,2022,total,13.6,316
683,310,2022,total,15.2,628
683,204,2022,total,14.0,1371
683,403,2022,total,7.1,290
683,388,2022,total,11.9,1420
683,798,2022,total,15.8,513
683,18,2022,total,17.7,167
683,111,2022,total,14.4,126
683,614,2022,total,10.1,9055
683,494,2022,total,13.2,13275
683,177,2022,total,10.9,7318
683,283,2022,total,15.7,452
683,43,2022,total,12.7,626
683,575,2022,total,11.1,1189
683,587,2022,total,13.6,1965
683,376,2022,total,12.7,478
683,602,2022,total,11.9,15240
683,271,2022,total,8.5,435
683,196,2022,total,18.1,83
683,258,2022,total,13.8,106
683,303,2022,total,10.5,341
683,273,2022,total,12.0,290
683,241,2022,total,13.6,699
683,39,2022,total,10.8,589
683,226,2022,total,16.7,224
683,350,2022,total,14.8,412
683,444,2022,total,14.3,394
683,727,2022,total,11.6,350627
683,399,2022,total,18.2,293
683,382,2022,total,12.9,231
683,521,2022,total,10.8,4295
683,977,2022,total,10.7,14378
683,960,2022,total,8.6,27646
683,54,2022,total,17.2,271
683,491,2022,total,12.9,13036
683,836,2022,total,12.2,81947
683,22,2022,total,10.9,610
683,601,2022,total,11.4,30697
683,615,2022,total,12.1,5044
683,524,2022,total,14.7,1668
683,114,2022,total,6.8,395
683,553,2022,total,16.0,3587
683,291,2022,total,15.2,200
683,833,2022,total,10.5,133487
683,100,2022,total,14.6,1135
683,193,2022,total,10.8,1314
683,164,2022,total,14.8,1855
683,255,2022,total,10.4,584
683,178,2022,total,11.6,517
683,588,2022,total,12.3,3565
683,150,2022,total,13.8,204
683,349,2022,total,14.9,143
683,974,2022,total,14.4,20604
683,839,2022,total,6.5,1127
683,57,2022,total,11.7,720
683,167,2022,total,11.9,1132
683,25,2022,total,14.8,1552
683,612,2022,total,12.3,16656
683,321,2022,total,14.6,220
683,535,2022,total,15.2,2582
683,963,2022,total,12.9,13036
683,83,2022,total,15.1,174
683,430,2022,total,15.3,271
683,36,2022,total,10.6,575
683,503,2022,total,12.0,25183
683,582,2022,total,14.3,2635
683,353,2022,total,9.2,1144
683,585,2022,total,12.6,2881
683,966,2022,total,11.2,12368
683,33,2022,total,11.8,1525
683,175,2022,total,8.7,14
683,223,2022,total,14.8,79
683,506,2022,total,6.5,1127
683,604,2022,total,12.4,36279
683,252,2022,total,15.9,1005
683,300,2022,total,16.2,303
683,117,2022,total,13.4,1621
683,527,2022,total,13.9,2831
683,971,2022,total,10.1,9443
683,28,2022,total,14.3,557
683,556,2022,total,13.6,9538
683,592,2022,total,16.0,1817
683,378,2022,total,11.6,13393
683,423,2022,total,15.6,334
683,577,2022,total,13.2,1114
683,956,2022,total,6.5,1127
683,11,2022,total,11.0,303
683,121,2022,total,10.1,923
683,658,2022,total,11.6,352995
683,247,2022,total,17.2,898
683,564,2022,total,13.9,1807
683,294,2022,total,10.9,3145
683,549,2022,total,14.6,2257
683,799,2022,total,10.5,2712
683,311,2022,total,12.9,618
683,143,2022,total,10.8,258
683,510,2022,total,9.5,76483
683,65,2022,total,11.7,1957
683,157,2022,total,13.0,211
683,847,2022,total,12.7,62687
683,342,2022,total,12.1,226
683,721,2022,total,15.5,2893
683,356,2022,total,12.5,152
683,269,2022,total,16.6,672
683,375,2022,total,13.3,154
683,75,2022,total,13.2,422
683,284,2022,total,9.8,1067
683,30,2022,total,13.3,93
683,905,2022,total,12.3,48634
683,574,2022,total,10.4,5894
683,404,2022,total,12.2,1159
683,212,2022,total,8.2,180
683,959,2022,total,13.6,11522
683,516,2022,total,10.1,1414
683,182,2022,total,16.8,967
683,103,2022,total,16.1,135
683,317,2022,total,10.2,2333
683,550,2022,total,14.9,4767
683,338,2022,total,19.7,491
683,567,2022,total,14.5,1909
683,595,2022,total,12.4,1283
683,854,2022,total,10.2,372
683,263,2022,total,18.1,743
683,139,2022,total,16.1,118
683,68,2022,total,9.8,341
683,93,2022,total,17.9,350
683,618,2022,total,12.7,4449
683,233,2022,total,10.6,147
683,266,2022,total,16.1,348
683,127,2022,total,17.8,222
683,161,2022,total,13.3,8342
683,902,2022,total,11.1,56119
683,498,2022,total,14.3,13623
683,314,2022,total,15.0,348
683,420,2022,total,19.3,276
683,208,2022,total,14.4,78
683,393,2022,total,11.8,2625
683,359,2022,total,11.9,759
683,26,2022,total,6.9,22
683,151,2022,total,13.0,4032
683,425,2022,total,11.3,1855
683,58,2022,total,12.7,5064
683,213,2022,total,10.4,321
683,348,2022,total,13.4,308
683,82,2022,total,16.6,531
683,192,2022,total,5.7,64
683,605,2022,total,11.5,14357
683,611,2022,total,14.4,20091
683,307,2022,total,11.4,144
683,292,2022,total,11.7,5603
683,354,2022,total,9.6,352
683,958,2022,total,13.6,14830
683,99,2022,total,14.8,540
683,489,2022,total,11.3,30394
683,174,2022,total,15.0,220
683,431,2022,total,14.6,311
683,584,2022,total,15.6,2392
683,145,2022,total,12.0,947
683,248,2022,total,12.1,2318
683,528,2022,total,15.9,1552
683,325,2022,total,13.2,115
683,543,2022,total,12.1,3123
683,572,2022,total,14.3,1718
683,903,2022,total,12.8,64145
683,207,2022,total,12.4,1180
683,313,2022,total,11.8,1672
683,133,2022,total,9.2,2010
683,392,2022,total,17.1,304
683,970,2022,total,12.4,34821
683,70,2022,total,12.4,337
683,87,2022,total,16.5,182
683,561,2022,total,14.6,530
683,835,2022,total,14.2,45749
683,531,2022,total,11.7,25023
683,21,2022,total,11.2,778
683,398,2022,total,14.9,463
683,413,2022,total,10.5,12067
683,841,2022,total,11.9,79599
683,796,2022,total,10.6,1796
683,336,2022,total,12.1,729
683,53,2022,total,14.3,203
683,231,2022,total,12.4,554
683,492,2022,total,12.4,34821
683,319,2022,total,16.2,177
683,113,2022,total,14.8,1399
683,202,2022,total,12.7,3524
683,297,2022,total,10.4,120
683,523,2022,total,12.1,9277
683,101,2022,total,15.7,141
683,589,2022,total,12.4,4277
683,179,2022,total,11.3,550
683,374,2022,total,13.9,340
683,405,2022,total,14.8,284
683,163,2022,total,13.5,306
683,590,2022,total,12.5,4055
683,268,2022,total,12.0,404
683,616,2022,total,12.0,24963
683,9,2022,total,11.9,650
683,318,2022,total,15.8,327
683,301,2022,total,18.7,340
683,88,2022,total,13.4,1761
683,119,2022,total,11.1,515
683,500,2022,total,13.6,14830
683,834,2022,total,11.5,45634
683,243,2022,total,14.0,446
683,198,2022,total,10.1,1135
683,536,2022,total,11.5,14110
683,596,2022,total,6.5,442
683,795,2022,total,15.0,978
683,840,2022,total,9.6,84282
683,69,2022,total,13.0,167
683,397,2022,total,12.3,922
683,52,2022,total,11.6,706
683,138,2022,total,14.7,715
683,280,2022,total,14.0,303
683,517,2022,total,12.1,4568
683,617,2022,total,12.7,5530
683,94,2022,total,11.9,2343
683,219,2022,total,6.5,442
683,400,2022,total,10.4,78
683,969,2022,total,9.5,23659
683,34,2022,total,6.8,63
683,220,2022,total,13.3,162
683,497,2022,total,14.4,20604
683,559,2022,total,16.3,2261
683,102,2022,total,15.8,478
683,15,2022,total,8.0,47
683,629,2022,total,9.6,84035
